349,362,334,392,379,391,408,392,406
127,143,135,154,156,158,159,158,160
224,255,302,288,339,334,341,340,346
77,97,107,95,128,124,124,123,123
62,71,63,89,104,103,107,101,105
45,47,57,63,83,85,85,81,79
274,320,309,353,378,370,367,381,392
425,472,526,547,653,641,654,652,655
302,296,382,364,380,415,414,409,433
183,197,235,230,247,256,254,263,264
185,191,215,226,240,250,256,251,259
195,208,252,231,287,310,292,293,296
83,101,117,130,147,148,148,146,147
121,157,187,194,215,222,220,220,222
874,930,999,1006,1196,1230,1199,1197,1266
940,1153,1415,1421,1594,1614,1664,1640,1651
368,426,468,524,603,574,569,597,595
31,34,36,36,37,39,39,39,39
966,1058,1113,1323,1512,1491,1512,1551,1591
891,927,1047,1090,1394,1369,1359,1367,1395
177,174,195,231,226,235,231,255,259
61,61,63,82,94,88,90,89,91
15,15,16,17,20,19,21,21,20
93,93,98,99,115,121,115,114,115
1068,1087,1202,1265,1398,1492,1448,1464,1489
188,194,213,243,264,280,298,285,309
475,498,531,594,652,683,756,710,776
402,400,415,439,486,494,539,499,536
418,451,555,571,634,635,629,636,649
18,18,18,18,18,20,24,23,24
89,89,92,97,108,112,122,111,114
566,576,704,689,774,808,783,795,805
701,802,999,966,1200,1221,1185,1186,1210
344,378,521,510,595,623,621,647,665
87,91,98,97,118,127,136,120,120
261,266,287,284,330,338,332,338,347
605,680,696,707,878,829,859,837,853
327,349,400,410,460,479,479,511,512
161,171,178,193,237,239,251,254,257
279,305,337,351,437,448,453,454,467
168,181,198,268,255,264,261,279,275
555,574,588,612,717,755,753,752,772
165,188,204,249,289,271,275,293,297
316,343,367,412,457,454,477,490,502
106,107,109,117,147,138,145,139,137
165,187,180,221,274,260,258,255,264
47,55,52,65,68,78,74,75,74
14,15,15,19,25,23,21,20,21
3,3,4,6,6,5,5,6,6
34,37,46,58,58,59,56,58,62
3218,3376,3749,4278,4899,5022,5126,5200,5392
65,65,67,81,87,94,87,99,96
369,453,536,546,616,611,627,619,642
131,140,132,161,185,214,215,205,201
339,376,403,440,458,470,489,483,488
20,25,21,34,41,43,42,41,41
6101,6613,7262,8546,9740,9981,10039,10292,10462
22,27,29,35,40,37,36,41,42
1034,1045,1077,1220,1516,1495,1538,1544,1574
576,600,616,701,846,854,859,881,891
53,53,63,78,75,81,80,83,81
787,853,966,1211,1209,1268,1314,1344,1339
264,287,340,391,410,464,476,472,496
2828,2985,3120,3503,3966,3993,4033,4050,4200
1353,1474,1505,1741,2070,2013,2107,2103,2167
459,509,507,627,733,709,738,762,767
79,96,92,110,119,131,126,134,135
185,204,213,225,287,262,290,281,299
524,542,529,683,747,787,783,807,818
93,98,101,132,159,164,170,173,172
39,39,39,49,58,65,67,71,74
1354,1463,1509,1797,1893,2010,2035,2077,2114
519,558,618,685,785,811,837,828,855
67,67,69,78,95,92,101,94,97
80,83,89,111,122,124,127,132,139
127,140,172,184,204,205,210,210,206
350,354,377,441,427,445,465,450,470
367,395,444,515,542,557,588,596,619
22,22,22,27,30,29,33,30,31
248,261,267,336,370,409,438,428,463
1265,1384,1300,1573,1779,1870,1892,1890,1958
768,833,863,981,1104,1157,1176,1217,1207
166,175,180,218,252,266,277,268,280
7,7,8,11,13,11,13,13,14
535,560,545,674,772,847,857,866,912
51,53,50,59,66,65,75,72,70
51,56,61,73,87,95,91,84,92
58,60,59,68,97,106,101,102,106
842,895,1002,1152,1256,1363,1406,1440,1495
26,26,25,32,35,42,38,38,39
5405,5757,6337,7070,7943,8218,8298,8539,8718
60,65,66,79,88,96,94,97,101
55,54,56,66,73,78,80,83,80
16,16,19,19,25,24,25,26,25
148,155,164,200,204,218,225,220,220
32,32,39,43,46,57,60,55,64
76,83,91,98,115,115,118,124,120
72,78,83,100,106,110,114,104,115
503,546,559,662,775,828,842,836,880
211,212,226,270,290,330,340,352,372
34,35,33,38,43,49,50,47,55
12,13,15,18,21,19,23,26,24
37,39,43,48,50,54,53,53,54
667,684,716,850,1022,1145,1187,1231,1313
110,110,107,139,152,171,177,191,191
89,96,109,122,128,131,131,141,143
200,209,208,247,285,293,302,316,334
2,3,3,3,4,4,5,4,5
87,92,107,122,143,153,155,164,159
128,134,150,168,207,208,221,221,233
67,67,77,86,105,113,129,138,141
183,196,220,244,314,314,323,316,330
283,292,330,375,467,498,582,603,652
389,413,437,531,611,623,646,648,677
306,312,337,389,431,461,463,470,483
899,932,1025,1076,1269,1474,1588,1661,1813
60,65,67,88,96,105,106,109,116
133,147,156,195,206,203,202,211,213
175,180,214,220,241,247,264,275,286
266,266,321,316,369,355,449,465,483
2137,2291,2503,2885,2962,3045,3182,3252,3291
57,62,72,90,95,103,103,105,108
93,105,120,129,144,153,174,187,197
185,186,192,208,220,231,226,225,236
134,140,146,182,203,234,244,260,266
14,15,16,23,19,20,19,20,23
393,418,434,539,534,608,639,660,682
16,17,20,21,24,27,24,27,33
45,50,44,54,57,64,65,67,71
9,13,12,14,17,17,17,16,19
7,7,7,7,13,15,14,13,15
31,31,44,47,54,58,58,63,62
188,187,197,253,262,276,287,308,317
83,88,90,113,119,163,165,160,196
336,367,397,454,542,630,639,630,659
86,94,92,106,111,114,126,114,129
34,37,37,40,45,43,45,46,48
18,23,21,28,29,33,37,43,39
4,4,5,4,5,5,11,12,12
276,278,299,341,389,545,559,581,628
96,104,113,118,135,136,151,153,167
62,61,63,75,77,83,84,87,86
59,63,67,81,89,93,101,103,111
176,200,210,233,276,293,289,323,327
127,130,133,150,177,200,206,203,213
135,143,152,168,174,187,187,188,186
1255,1353,1536,1710,1891,1975,2054,2110,2193
328,333,342,379,391,398,411,423,423
47,48,52,61,63,65,63,66,62
11,11,10,12,14,14,14,15,16
94,95,93,124,148,151,152,149,147
101,102,104,110,115,122,124,131,134
109,108,99,132,161,176,171,167,180
20,17,16,21,27,31,33,29,31
36,39,42,48,50,49,52,49,51
48,53,60,67,69,71,78,74,76
145,162,149,174,198,211,217,211,203
40,39,40,46,47,46,51,51,50
4,4,6,7,6,8,8,10,10
0,0,0,0,0,0,0,0,0
60,60,59,61,67,65,68,66,70
202,209,225,250,316,300,321,312,342
141,143,151,178,220,223,225,232,241
24,20,22,22,30,28,31,29,33
10,10,11,10,13,13,12,13,13
205,234,232,295,325,309,318,318,336
