345,360,429,490,529,598,668,706,757
106,121,126,135,133,167,172,158,183
28,29,38,39,40,47,44,51,51
15,16,19,27,29,31,36,38,41
9,8,10,8,8,9,13,17,18
378,383,406,469,521,761,773,818,879
57,55,63,67,76,84,89,88,98
69,68,71,83,88,85,91,91,94
50,58,64,78,79,83,87,92,87
143,155,178,198,222,230,256,274,293
112,118,124,147,158,175,180,173,181
133,141,166,183,186,199,195,206,211
1271,1365,1500,1764,1843,1937,2018,2144,2190
284,299,304,325,358,352,359,351,356
49,52,53,61,66,67,66,67,68
7,7,6,9,9,11,10,10,10
82,92,102,123,125,128,139,130,134
140,144,161,179,190,197,189,194,192
117,126,126,165,168,191,196,195,200
14,14,12,20,22,25,23,23,23
29,24,29,39,34,38,38,38,38
50,54,56,69,67,70,69,70,72
134,136,130,169,177,202,203,199,199
37,34,37,50,43,47,48,51,50
5,5,4,6,8,7,7,9,9
0,0,0,0,0,0,0,0,0
75,77,75,79,84,86,94,93,92
207,205,216,236,249,322,336,345,356
164,164,170,212,242,245,260,269,273
35,33,33,41,40,41,55,56,60
13,13,15,16,19,21,18,19,20
249,286,308,359,381,404,441,465,456
