2607,2639,2541,2960,2971,2997,3035,3062,3094
1147,1191,1167,1350,1357,1335,1391,1407,1410
2019,1986,2358,2906,2904,2956,2961,3109,3164
647,647,777,979,997,1043,1056,1093,1112
593,590,615,767,813,829,858,879,887
350,360,418,560,566,625,607,623,645
2562,2853,2962,3307,3469,3390,3418,3498,3542
3366,3357,4013,4749,4734,5082,5138,5169,5247
2216,2205,2365,2955,3224,3448,3343,3352,3461
1459,1488,1627,1763,2106,2103,1998,2008,2106
1559,1652,1636,1943,2252,2187,2120,2116,2198
1684,1700,1913,2049,2411,2263,2267,2312,2399
638,662,843,1117,1076,1147,1188,1190,1197
1245,1326,1607,1826,1743,1852,1882,1895,1949
6856,6951,7420,8224,8276,9268,9196,9421,9732
8271,7985,9971,13278,12628,13553,13570,13691,13835
3190,3277,3696,4395,4413,4608,4626,4854,4825
259,261,269,299,314,338,329,312,322
7872,8476,10084,10728,11622,11364,11365,11668,11865
7424,7407,8808,10270,10547,11015,11012,11390,11699
1416,1547,1552,1781,2143,2102,2096,2101,2159
492,487,555,679,735,693,699,707,705
130,148,144,169,190,199,199,177,185
914,916,984,1028,1038,1097,1118,1143,1147
8584,8907,10650,10821,11556,11313,11548,11811,12136
1622,1723,2140,2148,2527,2377,2339,2345,2411
3844,4074,4738,4699,5798,5436,5308,5376,5544
2889,2965,3061,3180,3358,3416,3366,3392,3501
3552,3598,4408,4776,4767,4932,4929,4994,5126
173,186,165,192,226,241,199,201,214
707,748,738,864,875,938,918,883,907
4847,4899,5844,6330,6477,6592,6712,6739,6976
6104,5923,6523,9152,9262,9486,9705,9635,9884
2718,2746,3130,3726,4223,4521,4307,4406,4558
676,726,717,857,990,992,964,910,939
2060,2066,2189,2432,2481,2616,2591,2555,2614
4995,5222,5607,6642,6510,6983,7075,7153,7314
2691,2714,2926,3210,3669,3774,3559,3633,3779
1243,1267,1379,1727,1935,1938,1877,1879,1927
2234,2267,2695,3254,3265,3389,3464,3547,3619
1493,1823,1739,1986,2381,2103,2237,2309,2288
4728,4817,4983,5561,6058,6380,6735,6741,6891
1252,1294,1323,1612,1716,1866,1924,1985,2019
2680,2850,2859,3667,3807,4194,4261,4176,4232
756,761,773,834,893,945,956,949,982
1187,1216,1312,1566,1657,1775,1903,1939,1957
382,430,431,456,465,489,517,510,487
115,144,152,188,169,190,210,223,208
19,19,20,23,26,21,31,31,29
444,503,492,546,586,548,609,610,588
27850,30211,33217,37568,40224,41552,41993,42232,43103
511,531,525,638,747,761,748,766,770
2890,2897,3120,4503,4583,4939,4844,4844,4935
1256,1401,1445,1644,1765,1815,1972,1927,1939
2608,2757,3070,3906,3949,4227,4299,4251,4317
122,143,175,202,204,214,229,229,219
46719,50529,55303,66296,71744,75161,77517,78963,80472
164,166,179,229,249,268,298,294,309
7870,8008,8364,9596,10729,11508,11812,12085,12391
4772,4933,5144,6075,6625,7046,7391,7578,7634
501,592,652,724,808,819,866,870,866
6337,6939,7253,9056,10081,10156,10308,10544,10700
2265,2608,3006,3387,3664,3697,3955,3928,4027
22491,23865,25369,29319,29924,32645,32876,33540,34220
10557,11128,12181,14558,15916,17473,18133,18098,18679
3674,3809,4096,4984,5571,5822,5925,6112,6147
411,479,532,585,661,679,700,704,717
1300,1315,1389,1657,1654,2075,2009,2012,2068
4385,4671,4645,5908,6292,6633,6693,6771,6884
689,797,823,1037,1099,1201,1296,1325,1373
328,341,363,463,505,541,563,574,593
10804,11705,12380,14379,15814,16367,16676,16998,17329
4232,4430,4713,5673,6111,6374,6689,6797,6878
536,550,539,760,734,835,813,810,840
711,762,874,1048,1009,1116,1154,1174,1164
1143,1118,1295,1555,1491,1636,1659,1661,1695
2638,2845,3010,3342,3581,3654,3764,3858,3909
2654,2986,3235,3705,3897,4050,4365,4328,4462
195,193,195,255,256,274,279,282,290
1924,1991,2134,2582,2757,3136,3340,3462,3618
10141,11362,11094,13700,14453,15111,15565,15568,16044
6323,6855,7402,8802,9221,9616,9932,10015,10168
1359,1479,1572,1850,2025,2107,2197,2191,2225
62,62,63,77,88,101,117,111,122
3860,4244,4431,5496,5670,6307,6661,6710,6947
450,480,447,569,584,609,641,657,657
323,357,343,430,424,455,465,463,484
472,462,549,699,672,755,793,812,839
7602,8052,8733,10694,11467,12398,12808,13155,13652
277,284,289,357,420,427,442,456,467
46479,48400,53683,62750,64967,67961,69624,71222,73126
434,458,541,636,678,705,730,736,762
314,335,340,436,456,482,507,516,508
110,115,135,142,147,152,163,159,161
1135,1166,1301,1515,1565,1621,1679,1728,1744
246,256,274,325,406,423,464,512,532
680,695,745,902,902,959,985,986,1017
715,755,823,975,1000,1097,1105,1084,1141
3559,3655,3862,4468,4964,5535,5873,6023,6271
1663,1753,1932,2234,2520,2779,2806,2812,2935
247,266,247,316,341,359,379,365,391
136,164,158,210,228,250,252,264,286
364,388,386,521,517,565,576,591,625
5608,5836,6119,7682,8549,9638,9840,10515,11199
1023,1082,1062,1341,1464,1545,1558,1650,1686
544,616,655,752,843,885,905,925,938
1675,1766,1833,2243,2450,2612,2654,2747,2814
65,68,64,75,82,84,87,87,90
824,877,1094,1263,1407,1437,1471,1547,1552
1178,1236,1415,1595,1789,1907,1930,2015,2133
446,463,563,641,734,767,798,855,909
1472,1549,1697,2008,2165,2527,2581,2641,2731
2062,2089,2198,2538,2719,3777,3857,3899,4436
2634,2728,2934,3832,3994,4268,4518,4558,4699
2412,2535,2719,3309,3395,3723,3901,3859,3957
7939,8195,8532,9658,10846,13639,14578,14529,15819
719,746,823,977,1078,1132,1181,1173,1199
1028,1101,1200,1400,1529,1570,1768,1772,1844
1357,1447,1555,1800,2101,2295,2611,2675,2768
2391,2379,2459,3335,3274,3788,4063,4155,4357
18938,19473,22156,24575,24912,26521,28253,28851,29590
490,541,573,713,750,793,863,843,927
837,890,957,1080,1246,1485,1599,1618,1697
1545,1645,1732,1922,1966,2083,2145,2162,2221
1188,1339,1378,1530,1868,2144,2345,2534,2642
131,139,126,165,173,170,183,187,197
2553,2851,3038,3415,3779,3814,4100,4265,4468
128,136,135,168,193,215,214,221,227
368,387,386,439,482,538,597,579,619
101,96,106,119,142,158,168,174,184
84,87,93,125,124,151,175,165,175
294,281,387,467,484,507,543,549,568
1586,1665,1809,2076,2313,2521,2760,2806,2907
730,807,741,980,1092,1324,1484,1461,1653
2558,2692,3112,3525,3908,4726,5182,5476,5798
923,976,1021,1122,1197,1517,1521,1528,1718
209,219,260,285,300,338,348,355,382
146,150,179,246,252,285,302,318,324
53,57,61,67,91,81,99,134,130
2631,2715,2878,3579,3803,5158,5324,5641,5986
497,494,535,597,645,735,809,830,901
455,467,500,564,608,663,721,723,763
450,462,526,637,665,718,756,806,829
1149,1280,1415,1684,1969,2053,2280,2450,2547
912,968,1004,1292,1388,1471,1556,1568,1648
931,1002,1155,1284,1419,1544,1581,1643,1692
10627,11320,12292,14304,15257,16191,16750,17423,18016
2210,2317,2379,2598,2827,2888,2926,2937,3029
372,389,400,516,543,552,547,565,568
56,43,45,68,64,72,73,75,72
673,711,832,956,1037,1068,1117,1102,1108
1078,1104,1167,1290,1319,1366,1354,1368,1393
878,999,913,1224,1266,1413,1480,1472,1502
130,124,114,158,176,180,183,176,184
267,262,294,390,371,414,417,409,415
377,367,425,481,494,523,514,508,502
1019,1092,1025,1372,1450,1613,1627,1588,1640
242,252,252,304,310,335,338,338,359
30,32,31,42,47,47,47,46,50
0,0,0,0,0,0,0,0,0
536,540,545,606,635,680,708,729,745
1664,1662,1784,2004,2114,2668,2704,2782,3052
1209,1225,1296,1622,1738,1810,1872,1975,1992
222,219,211,283,260,300,379,403,436
99,100,108,124,149,144,138,142,147
1994,2156,2330,2793,2968,3155,3413,3485,3510
